name_raw,name_eng,name_hun,info_eng,info_hun,symbol,sys_raw,sys_dat,category,source,inter_val
palmus_maior,palmus maior,palmus maior,"Rom. larger palm, i.e. span: 3 pal.","róm. nagyobb tenyér, azaz arasz: 3 pal.",pal. mai.,roman_length,Roman,length,"Nissen 1886, tab. III.",0.222
pes,pes,pes,"Rom. foot, basic unit, 4 pal.","róm. láb, a rendszer alapmértéke, 4 pal.",p.,roman_length,Roman,length,"Nissen 1886, tab. III.",0.296
palmipes,palmipes,palmipes,mg. palm and foot: 5 pal.,jel. tenyér és láb: 5 pal.,plp.,roman_length,Roman,length,"Nissen 1886, tab. III.",0.37
cubitus,cubitus,cubitus,Rom. ell/cubit: 6 pal.,róm. könyök/rőf: 6 pal.,cub.,roman_length,Roman,length,"Nissen 1886, tab. III.",0.444
gradus,gradus,gradus,"Rom. step, aka. grassus or pes sestertius: 2 1/2 p, 10 pal.","róm. lépés, aka. grassus v. pes sestertius: 2 1/2 p, 10 pal.",gra.,roman_length,Roman,length,"Nissen 1886, tab. III.",0.74
passus,passus,passus,Rom. double step/pace (2 gradus): 5 p.,róm. kettős lépés (2 gradus): 5 p.,pass.,roman_length,Roman,length,"Nissen 1886, tab. III.",1.48
pertica,pertica,pertica,"Rom. rod, length of 10 p, aka. decempeda","róm. rúd, 10 p. hosszúságú, aka. decempeda",per.,roman_length,Roman,length,"Nissen 1886, tab. III.",2.96
actus,actus,actus,"The length of a furrow: 12 per, 24 pass.","Egy barázda hossza: 12 per, 24 pass.",act.,roman_length,Roman,length,"Nissen 1886, tab. III.",35.52
mille_passus,mille passus,mille passus,Rom. mile: 1000 pass.,róm. mérföld: 1000 pass.,mille,roman_length,Roman,length,"Nissen 1886, tab. III.",1480.0
wiener_punkt,Wiener Punkt,Wiener Punkt,Viennese dot: 1/144 Zoll,bécsi pont: 1/144 Zoll,Punkt,austrian_viennese_length,Austrian/Viennese,length,"Bogdán 1990, 35.",0.0001829
wiener_linie,Wiener Linie,Wiener Linie,Viennese line: 12 Punkt,bécsi vonal: 12 Punkt,Lin.,austrian_viennese_length,Austrian/Viennese,length,"Bogdán 1990, 35.",0.002195
wiener_zoll_norm,Wiener Zoll,Wiener Zoll,Viennese inch: 12 Lin.,bécsi hüvelyk: 12 Lin.,Zoll,austrian_viennese_length,Austrian/Viennese,length,"Bogdán 1990, 35.",0.02634
wiener_fuss,Wiener Fuß,Wiener Fuß,Viennese foot: 12 Zoll,bécsi láb: 12 Zoll,Fuß,austrian_viennese_length,Austrian/Viennese,length,"Bogdán 1990, 35.",0.31608
wiener_elle,Wiener Elle,Wiener Elle,Viennese cubit (does not fit into the senary system),bécsi rőf (nem illeszkedik a hatos számrendszerbe),Elle,austrian_viennese_length,Austrian/Viennese,length,"Bogdán 1990, 35.",0.77755
wiener_klafter,Wiener Klafter,Wiener Klafter,Viennese fathom: 6 Fuß,bécsi öl: 6 Fuß,Klaf.,austrian_viennese_length,Austrian/Viennese,length,"Bogdán 1990, 35.",1.8964
wiener_rute,Wiener Rute,Wiener Rute,Viennese rod: 12 Fuß,bécsi rúd: 12 Fuß,Rute,austrian_viennese_length,Austrian/Viennese,length,"Bogdán 1990, 35.",3.793
wiener_meile,Wiener Meile,Wiener Meile,"Viennese mile: 2400 Fuß, 4000 Klaf.","bécsi mérföld: 2400 Fuß, 4000 Klaf.",Mei.,austrian_viennese_length,Austrian/Viennese,length,"Bogdán 1990, 35.",7585.9
fortifikationslinie,Fortifikationslinie,Fortifikationslinie,Austrian fort. line: 1/144 FFuß,osztrák erődítményvonal: 1/144 FFuß,FLin.,austrian_fortification_length,Austrian fortification,length,"Bogdán 1990, 38.",0.00226
fortifikationszoll,Fortifikationszoll,Fortifikationszoll,Austrian fort. inch: 12 FLin.,osztrák erődítményhüvelyk: 12 FLin.,FZoll,austrian_fortification_length,Austrian fortification,length,"Bogdán 1990, 38.",0.02701
fortifikationsfuß,Fortifikationsfuß,Fortifikationsfuß,Austrian fort. foot: 12 FZoll,osztrák erődítményláb: 12 FZoll,FFuß,austrian_fortification_length,Austrian fortification,length,"Bogdán 1990, 38.",0.3248
fortifikationsklafter,Fortifikationsklafter,Fortifikationsklafter,Austrian fort. fathom: 6 FFuß,osztrák erődítményöl: 6 FFuß,FKlaf.,austrian_fortification_length,Austrian fortification,length,"Bogdán 1990, 38.",1.9488
fortifikationsmeile,Fortifikationsmeile,Fortifikationsmeile,"Austrian fort. mile, theoretical unit: 40,000 FKlaf.","osztrák erődítménymérföld, feltételezett tag: 4000 FKlaf.",FMei.,austrian_fortification_length,Austrian fortification,length,"Bogdán 1990, 38.",7795.4
wiener_zoll_sail,Wiener Zoll,bécsi hüvelyk,Viennese inch: 1/12 foot,1/12 bécsi láb,Zoll,austro_hungarian_sailor_s,Austro-Hungarian sailor's,length,"Bogdán 1990, 38.",0.02634
marok_sail,Faust,marok,Austro-Hungarian sailor's fist: 6 Viennese inches,osztrák-magyar hajós marok: 6 bécsi hüvelyk,Fst.,austro_hungarian_sailor_s,Austro-Hungarian sailor's,length,"Bogdán 1990, 38.",15.8
kiralyi_ujj,királyi ujj,királyi ujj,Hun. Royal finger: 1/16 láb,"lat. digitus, 1/16 láb",ujj,hungarian_royal_length,Hungarian Royal,length,"Bogdán 1978, 35, and Bogdán 1990, 34.",0.01953
kiralyi_huvelyk,királyi hüvelyk,királyi hüvelyk,Hun. Royal inch: 1/12 láb,"lat. pollex, 1/12 láb",hüv.,hungarian_royal_length,Hungarian Royal,length,"Bogdán 1978, 35, and Bogdán 1990, 34.",0.02605
kiralyi_tenyer,királyi tenyér,királyi tenyér,Hun. Royal palm: 4 ujj,"lat. palmus, 4 ujj",teny.,hungarian_royal_length,Hungarian Royal,length,"Bogdán 1978, 35, and Bogdán 1990, 34.",0.07815
kiralyi_arasz,királyi arasz,királyi arasz,Its undamaged etalon is known from the printed edition of the Tripartitum (1517). 10 ujj.,"Sértetlen etalonja a Tripartitum nyomtatott kiadásából ismert (1517). Lat. spithama, 10 ujj.",ar.,hungarian_royal_length,Hungarian Royal,length,"Bogdán 1978, 35, and Bogdán 1990, 34.",0.1954
kiralyi_lab,királyi láb,királyi láb,Hun. Royal foot: 4 teny.,"lat. pes, 4 teny.",láb,hungarian_royal_length,Hungarian Royal,length,"Bogdán 1978, 35, and Bogdán 1990, 34.",0.3126
kiralyi_rof,királyi rőf,királyi rőf,Hun. Royal cubit: 2 láb,"lat. cubitus v. ulna, 2 láb",rőf,hungarian_royal_length,Hungarian Royal,length,"Bogdán 1978, 35, and Bogdán 1990, 34.",0.6252
kiralyi_lepes,királyi lépés,királyi lépés,Hun. Royal step: 3 láb,"lat. gressus, 3 láb",lép.,hungarian_royal_length,Hungarian Royal,length,"Bogdán 1978, 35, and Bogdán 1990, 34.",0.9378
kiralyi_kettos_lepes,királyi kettős lépés,királyi kettős lépés,Hun. Royal double step/pace: 6 láb,"lat. passus, 6 láb",ket. lép.,hungarian_royal_length,Hungarian Royal,length,"Bogdán 1978, 35, and Bogdán 1990, 34.",1.875
kiralyi_ol,királyi öl,királyi öl,"Its etalon is known from 1702. Bogdán, 1978 assumes its size have remained unchanged since the time of St Stephen.","Etalonja 1702-ből ismert. Mérete Bogdán, 1978 feltételezése szerint Szent István kora óta változatlan. Lat. orgia, 5 rőf, 10 láb",öl,hungarian_royal_length,Hungarian Royal,length,"Bogdán 1978, 35, 96, and Bogdán 1990, 34.",3.126
kozepkori_budai_rof,budai rőf (medieval),középkori budai rőf,The Buda cubit which was made a national standard by Act 1405(II):VI. The other members of the system are unknown.,"A budai rőf, amelyet az 1405(II):VI. tc. országos szabvánnyá tett. A rendszer többi tagja ismeretlen.",öl (med.),buda_length,Buda,length,"Bogdán 1990, 45.",0.5831
budai_lab,budai láb,budai láb,The Buda foot from the period after the Ottoman conquest. Identical to Pressburg's. 1/6 öl.,Budai láb a hódoltságot követő időszakból. A pozsonyival megegyező. 1/6 öl.,láb,buda_length,Buda,length,"Bogdán 1990, 45.",0.3168
budai_rof,budai rőf,budai rőf,The Buda foot from the period after the Ottoman conquest. Identical to Pressburg's. 2 4/9 láb.,Budai rőf a hódoltságot követő időszakból. A pozsonyival megegyező. 2 4/9 láb.,rőf,buda_length,Buda,length,"Bogdán 1990, 45.",0.783
budai_ol,budai öl,budai öl,The Buda foot from the period after the Ottoman conquest. Identical to Pressburg's. 2 3/7 rőf.,Budai öl a hódoltságot követő időszakból. A pozsonyival megegyező. 2 3/7 rőf.,öl,buda_length,Buda,length,"Bogdán 1990, 45.",1.901
pozsonyi_huvelyk,pozsonyi hüvelyk,pozsonyi hüvelyk,Pressburg inch: 10 1/5 láb,10 1/5 láb,hüv.,pressburg_length,Pressburg,length,"Bogdán 1978, 37, and Bogdán 1990, 35.",0.0318
pozsonyi_tenyer,pozsonyi tenyér,pozsonyi tenyér,Pressburg palm: 3 hüv.,3 hüv.,teny.,pressburg_length,Pressburg,length,"Bogdán 1978, 37, and Bogdán 1990, 35.",0.093
pozsonyi_arasz,pozsonyi arasz,pozsonyi arasz,Pressburg span: 3 teny.,3 teny.,ar.,pressburg_length,Pressburg,length,"Bogdán 1978, 37, and Bogdán 1990, 35.",0.266
pozsonyi_lab,pozsonyi láb,pozsonyi láb,"Pressburg foot: 10 1/5 hüv, 1 1/5 ar.","10 1/5 hüv, 1 1/5 ar.",láb,pressburg_length,Pressburg,length,"Bogdán 1978, 37, and Bogdán 1990, 35.",0.3168
pozsonyi_rof,pozsonyi rőf,pozsonyi rőf,Pressburg cubit: 3 ar.,3 ar.,rőf,pressburg_length,Pressburg,length,"Bogdán 1978, 37, and Bogdán 1990, 35.",0.783
pozsonyi_ol,pozsonyi öl,pozsonyi öl,Pressburg fathom. Almost identical to that of Vienna. 6 ar.,A bécsivel majdnem megegyező: 6 ar.,öl,pressburg_length,Pressburg,length,"Bogdán 1978, 37, and Bogdán 1990, 35.",1.901
erdelyi_vonal,erdélyi vonal,erdélyi vonal,Transylvanian line: 1/144 láb,1/144 láb,von.,transylvanian_length,Transylvanian,length,"Bogdán 1990, 34.",0.00215
erdelyi_huvelyk,erdélyi hüvelyk,erdélyi hüvelyk,Transylvanian inch: 12 vonal,12 vonal,hüv.,transylvanian_length,Transylvanian,length,"Bogdán 1990, 34.",0.02591
erdelyi_lab,erdélyi láb,erdélyi láb,Transylvanian foot: 12 hüv.,12 hüv.,láb,transylvanian_length,Transylvanian,length,"Bogdán 1990, 34.",0.311
erdelyi_rof,erdélyi rőf,erdélyi rőf,Transylvanian cubit: 2 láb,2 láb,rőf,transylvanian_length,Transylvanian,length,"Bogdán 1990, 34.",0.622
erdelyi_ol,erdélyi öl,erdélyi öl,Transylvanian fathom: 3 rőf,3 rőf,öl,transylvanian_length,Transylvanian,length,"Bogdán 1990, 34.",1.866
banyahuvelyk_med,bányahüvelyk,bányahüvelyk,Selmecbánya mining inch: 1/72 böl,selmeci bányahüvelyk: 1/72 böl,hüv.,selmec_length_med,Selmec/Hungarian mining (Medieval),length,"Bogdán 1978, 38.",0.028
banyalab_med,bányaláb,bányaláb,Selmecbánya mining foot: 12 bhüv.,selmeci bányaláb: 12 bhüv.,bláb,selmec_length_med,Selmec/Hungarian mining (Medieval),length,"Bogdán 1978, 38.",0.3369
banyarof_med,bányarőf,bányarőf,Selmecbánya mining cubit: 2 bláb,selmeci bányarőf: 2 bláb,brőf,selmec_length_med,Selmec/Hungarian mining (Medieval),length,"Bogdán 1978, 38.",0.6738
banyaol_med,bányaöl,bányaöl,Selmecbánya mining fathom: 3 brőf,selmeci bányaöl: 3 brőf,böl,selmec_length_med,Selmec/Hungarian mining (Medieval),length,"Bogdán 1978, 38.",2.0215
banyakotel_med,bányakötél,bányakötél,Selmecbánya mining rope: 7 böl,selmeci bányakötél: 7 böl,bköt.,selmec_length_med,Selmec/Hungarian mining (Medieval),length,"Bogdán 1978, 38.",14.1511
banyavonal_em,bányavonal,bányavonal,Selmecbánya mining line: 1/10 bhüv.,selmeci bányavonal: 1/10 bhüv.,bvon.,selmec_length_em,Selmec/Hungarian mining (Early Modern),length,"Bogdán 1990, 41.",0.00279
banyahuvelyk_em,bányahüvelyk,bányahüvelyk,Selmecbánya mining inch: 1/72 böl,selmeci bányahüvelyk: 1/72 böl,bhüv.,selmec_length_em,Selmec/Hungarian mining (Early Modern),length,"Bogdán 1990, 41.",0.0279
banyalab_em,bányaláb,bányaláb,Selmecbánya mining foot: 12 bhüv.,selmeci bányaláb: 12 bhüv.,bláb,selmec_length_em,Selmec/Hungarian mining (Early Modern),length,"Bogdán 1990, 41.",0.3368
banyaol_em,bányaöl,bányaöl,Selmecbánya mining fathom: 6 bláb,selmeci bányaöl: 6 bláb,böl,selmec_length_em,Selmec/Hungarian mining (Early Modern),length,"Bogdán 1990, 41.",2.021
banyakotel_em,bányakötél,bányakötél,Selmecbánya mining rope: 7 böl,selmeci bányakötél: 7 böl,bköt.,selmec_length_em,Selmec/Hungarian mining (Early Modern),length,"Bogdán 1990, 41.",14.157
banyavonal_mod,bányavonal,bányavonal,decimal mining line: 1/100 bláb,tízes rendszerű bányavonal: 1/100 bláb,bvon.,selmec_length_mod,Selmec/Hungarian mining (mid18th c.-),length,"Bogdán 1990, 42.",0.00202
banyahuvelyk_mod,bányahüvelyk,bányahüvelyk,decimal mining inch: 10 bvon.,tízes rendszerű bányahüvelyk: 10 bvon.,bhüv.,selmec_length_mod,Selmec/Hungarian mining (mid18th c.-),length,"Bogdán 1990, 42.",0.02021
banyalab_mod,bányaláb,bányaláb,decimal mining foot: 10 bhüv.,tízes rendszerű bányaláb: 10 bhüv.,bláb,selmec_length_mod,Selmec/Hungarian mining (mid18th c.-),length,"Bogdán 1990, 42.",0.2021
banyaol_mod,bányaöl,bányaöl,decimal mining fathom: 10 bláb,tízes rendszerű bányaöl: 10 bláb,böl,selmec_length_mod,Selmec/Hungarian mining (mid18th c.-),length,"Bogdán 1990, 42.",2.021
cubic_millimetre,cubic millimetre,köbmilliméter,SI unit: 10-⁹m³. Identical to the microliter.,SI mértékegység: 10⁻⁹m³. Azonos a mikroliterrel.,mm³,si_volume,SI,volume (general),SI 2009.,1.0e-06
cubic_centimetre,cubic centimetre,köbcentiméter,SI unit: 10-⁶m³. Identical to the millilitre.,SI mértékegység: 10⁻⁶m³. Azonos a milliliterrel.,cm³,si_volume,SI,volume (general),SI 2009.,0.001
cubic_decimetre,cubic decimetre,köbdeciméter,SI unit: 10-³m³. Identical to the litre.,SI mértékegység: 10⁻³m³. Azonos a literrel.,dm³,si_volume,SI,volume (general),SI 2009.,1.0
cubic_metre,cubic metre,köbméter,The SI base unit of volume: 10³l,A térfogat SI-alapegysége: 10³l,m³,si_volume,SI,volume (general),SI 2009.,1000.0
microlitre,microlitre,mikroliter,Accepted non-SI unit: 10⁻⁶l,"Engedélyezett, nem SI-mértékegység: 10⁻⁶l",µl,litre_based_metric,litre based metric,volume (general),SI 2009.,1.0e-06
millilitre,millilitre,milliliter,Accepted non-SI unit: 10⁻³l,"Engedélyezett, nem SI-mértékegység: 10⁻³l",ml,litre_based_metric,litre based metric,volume (general),SI 2009.,0.001
centilitre,centilitre,centiliter,Accepted non-SI unit: 10⁻²l,"Engedélyezett, nem SI-mértékegység: 10⁻²l",cl,litre_based_metric,litre based metric,volume (general),SI 2009.,0.01
decilitre,decilitre,deciliter,Accepted non-SI unit: 10⁻¹l,"Engedélyezett, nem SI-mértékegység: 10⁻¹l",dl,litre_based_metric,litre based metric,volume (general),SI 2009.,0.1
litre,litre,liter,Accepted non-SI unit: 10⁻³m³,"Engedélyezett, nem SI-mértékegység: 10⁻³m³",l,litre_based_metric,litre based metric,volume (general),SI 2009.,1.0
cubic_inch,cubic inch,cubic inch,1/46656 cu yd,ang. köbhüvelyk,cu in,ang_am_cubic,Anglo-American cubic,volume (general),1995 No. 1804.,0.016387064
cubic_foot,cubic foot,cubic foot,1728 cu in,ang. köbláb,cu ft,ang_am_cubic,Anglo-American cubic,volume (general),1995 No. 1804.,28.316846592
cubic_yard,cubic yard,cubic yard,27 cu ft,ang. köbyard,cu yd,ang_am_cubic,Anglo-American cubic,volume (general),1995 No. 1804.,764.554857984
minim_uk,minim (UK),minim (UK),"Brit. minim, 1/480 fl oz","brit minim, 1/480 fl oz",min,imperial_vol,Imperial,volume (general),"Cardarelli 2003, 35.",5.919390625e-05
fluid_dram_uk,fluid dram (UK),fluid dram (UK),Brit. fluid dram: 60 min,brit folyadék dram: 60 min,fl dr,imperial_vol,Imperial,volume (general),"Cardarelli 2003, 35.",0.003551634375
fluid_ounce_uk,fluid ounce (UK),fluid ounce (UK),Brit. fluid ounce: 8 fl dr,brit folyadék uncia: 8 fl dr,fl oz,imperial_vol,Imperial,volume (general),1995 No. 1804.,0.0284130625
gill_uk,gill (UK),gill (UK),Brit. gill: 5 fl oz,brit gill: 5 fl oz,gi,imperial_vol,Imperial,volume (general),1995 No. 1804.,0.1420653125
pint_uk,pint (UK),pint (UK),Brit. pint: 4 gi,brit pint: 4 gi,pt,imperial_vol,Imperial,volume (general),1995 No. 1804.,0.56826125
quart_uk,quart (UK),quart (UK),"Brit. quart, mg. ""quarter"" (gallon): 2 pt","brit quart, jel. ""negyed"" (gallon): 2 pt",qt,imperial_vol,Imperial,volume (general),1995 No. 1804.,1.1365225
gallon_uk,gallon (UK),gallon (UK),Brit. gallon: 4 qt,brit gallon: 4 qt,gal,imperial_vol,Imperial,volume (general),1995 No. 1804.,4.54609
peck_uk,peck (UK),peck (UK),Brit. peck (old dry measure): 2 gl,brit peck (régi szárazmérték): 2 gl,pk,imperial_vol,Imperial,volume (general),"Cardarelli 2003, 36.",9.092184
bushel_uk,bushel (UK),bushel (UK),Brit. bushel (old dry measure): 4 pk,brit bushel (régi szárazmérték): 4 pk,bu,imperial_vol,Imperial,volume (general),1995 No. 1804.,36.36872
dry_pint_us,dry pint (US),dry pint (US),US dry pint: 4 gi,am. száraz pint: 4 gi,pt (dry),us_customary_dry_vol,US customary,volume (dry),"Cardarelli 2003, 44.",0.550610471358
dry_quart_us,dry quart (US),dry quart (US),"US dry quart, mg. ""quarter"" (gallon), 2 pt","am. száraz quart, jel. ""negyed"" (gallon), 2 pt",qt (dry),us_customary_dry_vol,US customary,volume (dry),"Cardarelli 2003, 44.",1.10122094272
dry_gallon_us,dry gallon (US),dry gallon (US),US dry gallon: 4 qt,am. száraz gallon: 4 qt,gal (dry),us_customary_dry_vol,US customary,volume (dry),"Cardarelli 2003, 44.",4.40488377086
peck_us,peck (US),peck (US),US peck: 2 gl,am. peck: 2 gl,pk,us_customary_dry_vol,US customary,volume (dry),"Cardarelli 2003, 44.",8.80976754172
bushel_us,bushel (US),bushel (US),US bushel: 4 pk,am. bushel: 4 pk,bu,us_customary_dry_vol,US customary,volume (dry),"Cardarelli 2003, 44.",35.2390701669
kotyle_dry,κοτύλη (kotylē),κοτύλη (kotylé),Gr. cup: 6 kyth.,gör. csésze: 6 kyth.,kot.,attic_dry_vol,Attic,volume (dry),"Hultsch 1882, 703, tab. X.C.",0.2736
xestes_dry,ξέστης (xestēs),ξέστης (xestés),"From the Rom. sextarius, identical to it, 2 kot.","róm. sextariusból, azzal megegyező, 2 kot.",xes.,attic_dry_vol,Attic,volume (dry),"Hultsch 1882, 703, tab. X.C.",0.547
choinix_dry,χοῖνιξ (choinix),χοῖνιξ (choinix),"A daily ration of grain, 2 xes.",Egy napi gabona: 2 xes.,choi.,attic_dry_vol,Attic,volume (dry),"Hultsch 1882, 703, tab. X.C.",1.094
hemiekton_dry,ἡμίεκτον (hēmiekton),ἡμίεκτον (hémiekton),"mg. ""half of one-sixth"" (medimnos), 4 choi","jel. ""félhatod"" (medimnos), 4 choi.",hhek.,attic_dry_vol,Attic,volume (dry),"Hultsch 1882, 703, tab. X.C.",4.377
hekteus_dry,ἑκτεύς (hekteus),ἑκτεύς (hekteus),"mg. ""one-sixth"" (medimnos), 2 hhek.","jel. ""hatod"" (medimnos), 2 hhek.",hek.,attic_dry_vol,Attic,volume (dry),"Hultsch 1882, 703, tab. X.C.",8.754
medimnos_dry,μέδιμνος (medimnos),μέδιμνος (medimnos),Gr. gain measurer: 6 hek.,gör. gabonamérő: 6 hek.,med.,attic_dry_vol,Attic,volume (dry),"Hultsch 1882, 703, tab. X.C.",52.53
cyathus_dry,cyathus,cyathus,"From the Att. kyathos, identical to it.","att. kyathosból, azzal megegyező",cyth.,roman_dry_vol,Roman,volume (dry),"Hultsch 1882, 704, tab. XI.C.",0.0456
acetabulum_dry,acetabulum,acetabulum,"From the Att. oxybaphon, identical to it, 1 1/2 cyth.","att. oxybaphonból, azzal megegyező, 1 1/2 cyth.",actb.,roman_dry_vol,Roman,volume (dry),"Hultsch 1882, 704, tab. XI.C.",0.0684
quartarius_dry,quartarius,quartarius,"mg. ""quarter"" (sextarius), 3 cyth.","jel. ""negyed"" (sextarius), 3 cyth.",quart.,roman_dry_vol,Roman,volume (dry),"Hultsch 1882, 704, tab. XI.C.",0.1368
hemina_dry,hemina,hemina,"From the Att. kothylē, identical to it, 6 cyth.","att. kothyléból, azzal megegyező, 6 cyth.",hem.,roman_dry_vol,Roman,volume (dry),"Hultsch 1882, 704, tab. XI.C.",0.2736
sextarius_dry,sextarius,sextarius,"mg. ""one-sixth"" (congius), 2 hem.","jel. ""hatod"" (congius), 2 hem.",sext.,roman_dry_vol,Roman,volume (dry),"Hultsch 1882, 704, tab. XI.C.",0.547
semimodius_dry,semimodius,semimodius,"mg. ""half modius"", 8 sext.","jel. ""fél modius"", 8 sext.",smod.,roman_dry_vol,Roman,volume (dry),"Hultsch 1882, 704, tab. XI.C.",4.377
modius_dry,modius,modius,Roman grain measurer: 16 sext.,róm. gabonamérő: 16 sext.,mod.,roman_dry_vol,Roman,volume (dry),"Hultsch 1882, 704, tab. XI.C.",8.754
wiener_becher_1593_1638,Wiener Becher,Wiener Becher,"Viennese cup, 1/128 Metz.",bécsi pohár: 1/128 Metz.,Bech.,viennese_dry_vol_1593_1638,Viennese (1593-1638),volume (dry),"Bogdán 1991, 40–42.",0.3295
wiener_futtermassel_1593_1638,Wiener Futtermassel,Wiener Futtermassel,"Viennese ""feed Massel"": 1/64 Metz.","jel. ""takarmánymesszely"", 1/64 Metz.",FM,viennese_dry_vol_1593_1638,Viennese (1593-1638),volume (dry),"Bogdán 1991, 40–42.",0.659
wiener_kleines_massel_1593_1638,Wiener Kleines Massel,Wiener Kleines Massel,"Viennese ""minor Massel"": 1/32 Metz.","jel. ""kis messzely"", 1/32 Metz.",KM,viennese_dry_vol_1593_1638,Viennese (1593-1638),volume (dry),"Bogdán 1991, 40–42.",1.3181
wiener_mullermassel_1593_1638,Wiener Müllermassel,Wiener Müllermassel,"Viennese ""miller Massel"": 1/16 Metz.","jel. ""molnármesszely"", 1/16 Metz.",MM,viennese_dry_vol_1593_1638,Viennese (1593-1638),volume (dry),"Bogdán 1991, 40–42.",2.6362
wiener_achtel_1593_1638,Wiener Achtel,Wiener Achtel,Viennese octal measurer (1/8 Metz.),bécsi nyolcadmérős (1/8 Metz.),Acht.,viennese_dry_vol_1593_1638,Viennese (1593-1638),volume (dry),"Bogdán 1991, 40–42.",5.2725
wiener_viertel_1593_1638,Wiener Viertel,Wiener Viertel,Viennese quarter-measurer (1/4 Metz.),bécsi negyedmérős (1/4 Metz.),Vier.,viennese_dry_vol_1593_1638,Viennese (1593-1638),volume (dry),"Bogdán 1991, 40–42.",10.545
wiener_halbe_metzen_1593_1638,Wiener Halbe (Metzen),Wiener Halbe (Metzen),Viennese half-measurer (1/2 Metz.),bécsi félmérős (1/2 Metz.),Hal.,viennese_dry_vol_1593_1638,Viennese (1593-1638),volume (dry),"Bogdán 1991, 40–42.",21.09
wiener_metzen_1593_1638,Wiener Metzen,Wiener Metzen,"Viennese grain measurer, based unit of the system.","Bécsi mérő, a rendszer alapmértéke.",Metz.,viennese_dry_vol_1593_1638,Viennese (1593-1638),volume (dry),"Bogdán 1991, 40–42.",42.18
wiener_muth_1593_1638,Wiener Muth,Wiener Muth,"Viennese Muth, wholesale unit, 30 Metz.","bécsi mut, nagyker. egység, 30 Metz.",Mut,viennese_dry_vol_1593_1638,Viennese (1593-1638),volume (dry),"Bogdán 1991, 40–42.",1265.4
wiener_becher_1639_1687,Wiener Becher,Wiener Becher,"Viennese cup, 1/128 Metz.",bécsi pohár: 1/128 Metz.,Bech.,viennese_dry_vol_1639_1687,Viennese (1639-1687),volume (dry),"Bogdán 1991, 40–42.",0.3592
wiener_futtermassel_1639_1687,Wiener Futtermassel,Wiener Futtermassel,"Viennese ""feed Massel"": 1/64 Metz.","jel. ""takarmánymesszely"", 1/64 Metz.",FM,viennese_dry_vol_1639_1687,Viennese (1639-1687),volume (dry),"Bogdán 1991, 40–42.",0.719
wiener_kleines_massel_1639_1687,Wiener Kleines Massel,Wiener Kleines Massel,"Viennese ""minor Massel"": 1/32 Metz.","jel. ""kis messzely"", 1/32 Metz.",KM,viennese_dry_vol_1639_1687,Viennese (1639-1687),volume (dry),"Bogdán 1991, 40–42.",1.4381
wiener_mullermassel_1639_1687,Wiener Müllermassel,Wiener Müllermassel,"Viennese ""miller Massel"": 1/16 Metz.","jel. ""molnármesszely"", 1/16 Metz.",MM,viennese_dry_vol_1639_1687,Viennese (1639-1687),volume (dry),"Bogdán 1991, 40–42.",2.8762
wiener_achtel_1639_1687,Wiener Achtel,Wiener Achtel,Viennese octal measurer (1/8 Metz.),bécsi nyolcadmérős (1/8 Metz.),Acht.,viennese_dry_vol_1639_1687,Viennese (1639-1687),volume (dry),"Bogdán 1991, 40–42.",5.7525
wiener_viertel_1639_1687,Wiener Viertel,Wiener Viertel,Viennese quarter-measurer (1/4 Metz.),bécsi negyedmérős (1/4 Metz.),Vier.,viennese_dry_vol_1639_1687,Viennese (1639-1687),volume (dry),"Bogdán 1991, 40–42.",11.505
wiener_halbe_metzen_1639_1687,Wiener Halbe (Metzen),Wiener Halbe (Metzen),Viennese half-measurer (1/2 Metz.),bécsi félmérős (1/2 Metz.),Hal.,viennese_dry_vol_1639_1687,Viennese (1639-1687),volume (dry),"Bogdán 1991, 40–42.",23.01
wiener_metzen_1639_1687,Wiener Metzen,Wiener Metzen,"Viennese grain measurer, based unit of the system.","Bécsi mérő, a rendszer alapmértéke.",Metz.,viennese_dry_vol_1639_1687,Viennese (1639-1687),volume (dry),"Bogdán 1991, 40–42.",46.02
wiener_muth_1639_1687,Wiener Muth,Wiener Muth,"Viennese Muth, wholesale unit, 30 Metz.","bécsi mut, nagyker. egység, 30 Metz",Mut,viennese_dry_vol_1639_1687,Viennese (1639-1687),volume (dry),"Bogdán 1991, 40–42.",1380.6
wiener_becher_1688_1755,Wiener Becher,Wiener Becher,"Viennese cup, 1/128 Metz.",bécsi pohár: 1/128 Metz.,Bech.,viennese_dry_vol_1688_1755,Viennese (1688-1755),volume (dry),"Bogdán 1991, 40–42.",0.3577
wiener_futtermassel_1688_1755,Wiener Futtermassel,Wiener Futtermassel,"Viennese ""feed Massel"": 1/64 Metz.","jel. ""takarmánymesszely"", 1/64 Metz.",FM,viennese_dry_vol_1688_1755,Viennese (1688-1755),volume (dry),"Bogdán 1991, 40–42.",0.7154
wiener_kleines_massel_1688_1755,Wiener Kleines Massel,Wiener Kleines Massel,"Viennese ""minor Massel"": 1/32 Metz.","jel. ""kis messzely"", 1/32 Metz.",KM,viennese_dry_vol_1688_1755,Viennese (1688-1755),volume (dry),"Bogdán 1991, 40–42.",1.4309
